ReviewID,DestinationID_x,UserID,Rating,Name_x,State,Type,Popularity,BestTimeToVisit,DestinationID_y,ExperienceRating,Preferences,NumberOfAdults,NumberOfChildren,EstimatedBudget,No_of_Days,Age_Range,Health_Issue,Purpose,Interest,Seasonality,Difficulties,Cuisine_Type,Distance_km,Image_URL,TotalTravelers,BudgetPerDay,BudgetPerPerson,BudgetPerPersonDay,HasKids,Solo,Couple,Family,Group,LargeFamily,AvgRating,RatingGap,HighRating,VeryHighRating,PopRating,PopExpRating,QualityScore,ValuePerRupee,PopPerRupee,RatingPerDay,PopPerDay,DistPerDay,DistPerPerson,NearDest,FarDest,DestRatingMean,DestRatingStd,DestRatingMin,DestRatingMax,DestReviewCount,DestExpMean,DestExpStd,DestPopMean,DestPopStd,DestBudgetMean,DestBudgetStd,DestDaysMean,DestDaysStd,DestDistMean,DestAdultsMean,DestChildrenMean,DestReliability,DestConsistency,DestPopular,DestPremium,DestFamilyFriendly,UserRatingMean,UserRatingStd,UserRatingMin,UserRatingMax,UserReviewCount,UserExpMean,UserExpStd,UserBudgetMean,UserBudgetStd,UserDaysMean,UserDaysStd,UserDistMean,UserPopMean,UserExperience,UserGenerous,UserCritical,UserBigSpender,UserLongTrips,BudgetDiff,BudgetMatch,WithinBudget,DaysDiff,DaysMatch,AboveUserAvg,BelowUserAvg,RatingVsUser,PopVsUserPref,DistVsUserPref,UserTypeRating,UserTypeCount,TypeFamiliar,TypeExpert,TypeNovice,DistCat,BudgetCat,DurationCat,PopCat,RatingCat,Type_Enc,BestTimeToVisit_Enc,Preferences_Enc,Age_Range_Enc,Health_Issue_Enc,Purpose_Enc,Interest_Enc,Seasonality_Enc,Difficulties_Enc,Cuisine_Type_Enc,State_Enc,Name_x_Enc,DistCat_Enc,BudgetCat_Enc,DurationCat_Enc,PopCat_Enc,RatingCat_Enc,Target,RatingScore
366,451,242,5,Fatehpur Sikri,Uttar Pradesh,Historical,7.948981237,Nov-Feb,459,5,"Nature, Adventure",2,1,72500,4,18-25,Knee Pain,Leisure,"Cultural Exploration, Photography",Winter,"Long walking distances, crowd congestion",Mughlai Cuisine,1450,https://images.unsplash.com/photo-1717761558642-32cbeccbee7e,3,18125.0,24166.666666666668,6041.666666666667,1,0,0,1,0,0,5.0,0,1,1,39.744906185,39.744906185,1.9872453092500002,0.26143790849673204,0.41563300585620916,1.25,1.98724530925,362.5,483.3333333333333,0,0,5.0,0.0,5,5,2,5.0,0.0,7.948981237,0.0,45750.0,37830.21279348029,5.0,1.4142135623730951,1450.0,1.5,0.5,5.493061443340547,10.0,1,0,0,3.6666666666666665,1.1547005383792515,3,5,3,5.0,0.0,54000.0,16575.584454250777,3.0,1.0,1500.0,8.687084512666667,1.3862943611198906,1,0,1,0,18500.0,0.6574137515971926,0,1.0,0.75,1,0,1.3333333333333335,-0.738103275666667,-50.0,5.0,1,0,0,0,Medium,Moderate,Week,High,Excellent,3,1,2,0,2,4,0,3,3,7,16,11,1,3,0,0,0,1,5.0
372,24,191,3,Kerala Backwaters,Kerala,Nature,9.182423104,Sep-Mar,389,1,"Nature, Adventure",2,1,70000,3,26-35,Asthma,Family Vacation,"Nature & Relaxation, Photography",Post-Monsoon,"Curvy roads, limited medical facilities",Kerala Cuisine,1400,https://www.backpackadventures.org/wp-content/uploads/2020/08/india0898.jpg,3,23333.333333333332,23333.333333333332,7777.777777777777,1,0,0,1,0,0,2.0,2,0,0,27.547269311999997,9.182423104,0.27547269312,0.08219178082191782,0.3773598535890411,0.6666666666666666,3.0608077013333332,466.6666666666667,466.6666666666667,0,0,3.0,0.0,3,3,2,1.0,0.0,9.182423104,0.0,67750.0,3181.9805153394636,5.0,2.8284271247461903,1350.0,1.5,1.0,3.2958368660043287,10.0,1,1,1,2.6666666666666665,0.5773502691896258,2,3,3,1.3333333333333333,0.5773502691896258,60833.333333333336,10750.968948580092,3.0,1.0,2100.0,8.939703975666667,1.3862943611198906,0,1,1,0,9166.666666666664,0.8493175454650062,1,0.0,1.0,1,0,0.3333333333333335,0.24271912833333253,-700.0,2.6666666666666665,3,1,0,0,Medium,Moderate,Weekend,VeryHigh,Fair,4,4,2,1,0,2,1,1,1,5,7,16,1,3,1,1,1,0,2.0
385,471,694,4,Hampi Ruins,Karnataka,Historical,9.431015219,Nov-Feb,650,2,"Beaches, Historical",1,0,23500,3,46-60,Knee Pain,Leisure,"Cultural Exploration, Photography",Winter,"Long walking distances, crowd congestion",South Indian Cuisine,740,https://wegobond.com/wp-content/uploads/2018/01/hampi-banner.jpg,1,7833.333333333333,23500.0,7833.333333333333,0,1,0,0,0,0,3.0,2,1,0,37.724060876,18.862030438,0.7544812175200001,0.339622641509434,1.067662100264151,1.0,3.143671739666667,246.66666666666666,740.0,0,0,4.0,0.0,4,4,1,2.0,0.0,9.431015219,0.0,23500.0,0.0,3.0,0.0,740.0,1.0,0.0,2.772588722239781,10.0,0,0,0,4.0,0.0,4,4,1,2.0,0.0,23500.0,0.0,3.0,0.0,740.0,9.431015219,0.6931471805599453,1,0,0,0,0.0,1.0,1,0.0,1.0,0,0,0.0,0.0,0.0,4.0,1,0,0,0,Near,Budget,Weekend,VeryHigh,Good,3,1,0,3,2,4,0,3,3,15,6,13,2,0,1,1,2,0,3.0
389,80,498,5,Spiti Trek,Himachal Pradesh,Adventure,9.167168853,Apr-Jun,913,1,"City, Historical",1,0,23000,4,46-60,Knee Pain,Adventure,"Trekking, Adventure Sports",Summer,"High altitude, physical exertion",Himachali Cuisine,2000,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVhMTWqQOcmNTuyOBBWk2yd5Mz2ESU1_YGVNdtOk9y5DMIs2TGizrpcCBE&s=10,1,5750.0,23000.0,5750.0,0,1,0,0,0,0,3.0,4,1,1,45.835844265,9.167168853,0.45835844265,0.4444444444444444,1.3580990893333333,0.75,2.29179221325,500.0,2000.0,0,0,3.0,2.8284271247461903,1,5,2,3.0,2.8284271247461903,9.167168853,0.0,20500.0,3535.5339059327375,3.0,1.4142135623730951,2200.0,1.0,0.0,3.2958368660043287,0.3414802408943917,1,0,0,5.0,0.0,5,5,1,1.0,0.0,23000.0,0.0,4.0,0.0,2000.0,9.167168853,0.6931471805599453,1,0,0,0,0.0,1.0,1,0.0,1.0,0,0,0.0,0.0,0.0,5.0,1,0,0,0,Far,Budget,Week,VeryHigh,Excellent,0,0,1,3,2,0,4,2,2,3,5,32,0,0,0,1,0,0,3.0
392,165,961,2,Munnar,Kerala,Nature,7.554650205,Apr-Jun,355,2,"Beaches, Historical",1,2,85500,7,26-35,Knee Pain,Adventure,"Trekking, Adventure Sports",Summer,"High altitude, physical exertion",Kerala Cuisine,1480,https://images.unsplash.com/photo-1491497895121-1334fc14d8c9,3,12214.285714285714,28500.0,4071.428571428571,1,0,0,1,0,0,2.0,0,0,0,15.10930041,15.10930041,0.30218600819999997,0.15135135135135136,0.5717032587567568,0.2857142857142857,1.0792357435714286,211.42857142857142,493.3333333333333,0,0,2.0,0.0,2,2,1,2.0,0.0,7.554650205,0.0,85500.0,0.0,7.0,0.0,1480.0,1.0,2.0,1.3862943611198906,10.0,0,1,1,2.75,1.4999999999999998,1,4,4,1.5,0.5773502691896257,80875.0,7295.832143536931,4.5,2.3804761428476167,950.0,8.454006516,1.6094379124341003,0,1,1,1,4625.0,0.9428136900934765,1,2.5,0.5454545454545454,0,1,-0.75,-0.899356311,530.0,1.5,2,1,0,0,Medium,Premium,Week,High,Poor,4,0,0,1,2,0,4,2,2,5,7,26,1,4,0,0,3,0,2.0
395,501,323,1,Taj Mahal,Uttar Pradesh,Historical,8.437797979,Nov-Feb,922,2,"Nature, Adventure",2,1,66000,3,26-35,Knee Pain,Leisure,"Cultural Exploration, Photography",Winter,"Long walking distances, crowd congestion",Mughlai Cuisine,1470,https://upload.wikimedia.org/wikipedia/commons/1/1d/Taj_Mahal_%28Edited%29.jpeg,3,22000.0,22000.0,7333.333333333333,1,0,0,1,0,0,1.5,1,0,0,8.437797979,16.875595958,0.16875595958,0.06521739130434782,0.3668607816956522,0.5,2.8125993263333338,490.0,490.0,0,0,3.0,2.8284271247461903,1,5,2,3.0,1.4142135623730951,8.437797979,0.0,93500.0,38890.87296526011,2.5,0.7071067811865476,1285.0,2.0,1.5,3.2958368660043287,0.3414802408943917,1,1,1,1.0,0.0,1,1,1,2.0,0.0,66000.0,0.0,3.0,0.0,1470.0,8.437797979,0.6931471805599453,0,1,1,0,0.0,1.0,1,0.0,1.0,0,0,0.0,0.0,0.0,1.0,1,0,0,0,Medium,Moderate,Weekend,High,Poor,3,1,2,1,2,4,0,3,3,7,16,34,1,3,1,0,3,0,1.5
398,146,216,3,Hampi Ruins,Karnataka,Historical,8.37384412,Nov-Feb,112,1,"City, Historical",1,2,91000,7,36-45,Knee Pain,Leisure,"Cultural Exploration, Photography",Winter,"Long walking distances, crowd congestion",South Indian Cuisine,740,https://wegobond.com/wp-content/uploads/2018/01/hampi-banner.jpg,3,13000.0,30333.333333333332,4333.333333333333,1,0,0,1,0,0,2.0,2,0,0,25.121532359999996,8.37384412,0.2512153236,0.14285714285714285,0.5981317228571428,0.2857142857142857,1.1962634457142856,105.71428571428571,246.66666666666666,0,0,4.0,1.4142135623730951,3,5,2,3.0,2.8284271247461903,8.37384412,0.0,78250.0,18031.22292025696,5.0,2.8284271247461903,540.0,1.0,2.0,4.394449154672438,0.660408825313113,1,1,1,2.5,0.7071067811865476,2,3,2,1.0,0.0,71750.0,27223.611075682078,6.5,0.7071067811865476,1105.0,7.995988726,1.0986122886681096,0,1,1,1,19250.0,0.7317110562918984,1,0.5,0.9333333333333333,1,0,0.5,0.3778553939999991,-365.0,2.5,2,1,0,0,Near,Premium,Week,High,Fair,3,1,1,2,2,4,0,3,3,15,6,13,2,4,0,0,1,0,2.0
404,524,107,4,Kodaikanal,Tamil Nadu,Nature,8.20745617,Sep-Mar,130,5,"Nature, Adventure",1,1,38000,1,18-25,Asthma,Family Vacation,"Nature & Relaxation, Photography",Post-Monsoon,"Curvy roads, limited medical facilities",South Indian Cuisine,1300,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRR1MrvitA-PthZ_UMPeUYOYvzHFu6Olty-pnoL9EqaCl31ZwvMHSvu9OQ&s=10,2,38000.0,19000.0,19000.0,1,0,0,1,0,0,4.5,1,1,0,32.82982468,41.03728085,1.641491234,0.11538461538461539,0.2104475941025641,4.5,8.20745617,1300.0,650.0,0,0,4.0,0.0,4,4,1,5.0,0.0,8.20745617,0.0,38000.0,0.0,1.0,0.0,1300.0,1.0,1.0,2.772588722239781,10.0,0,0,1,4.0,0.0,4,4,1,5.0,0.0,38000.0,0.0,1.0,0.0,1300.0,8.20745617,0.6931471805599453,1,0,0,0,0.0,1.0,1,0.0,1.0,0,0,0.0,0.0,0.0,4.0,1,0,0,0,Medium,Economy,Weekend,High,Good,4,4,2,0,0,2,1,1,1,15,14,18,1,1,1,0,2,1,4.5
407,374,629,1,Kerala Backwaters,Kerala,Nature,9.270981322,Sep-Mar,110,5,"Nature, Adventure",2,0,52500,4,26-35,Asthma,Family Vacation,"Nature & Relaxation, Photography",Post-Monsoon,"Curvy roads, limited medical facilities",Kerala Cuisine,1400,https://www.backpackadventures.org/wp-content/uploads/2020/08/india0898.jpg,2,13125.0,26250.0,6562.5,0,0,1,0,0,0,3.0,4,0,0,9.270981322,46.35490661,0.4635490661,0.21238938053097345,0.6563526599646018,0.75,2.3177453305,350.0,700.0,0,0,2.0,1.4142135623730951,1,3,2,4.0,1.4142135623730951,9.270981322,0.0,75250.0,32173.358543987913,5.5,2.1213203435596424,1215.0,2.0,0.5,2.197224577336219,0.660408825313113,1,1,0,1.0,0.0,1,1,1,5.0,0.0,52500.0,0.0,4.0,0.0,1400.0,9.270981322,0.6931471805599453,0,1,0,0,0.0,1.0,1,0.0,1.0,0,0,0.0,0.0,0.0,1.0,1,0,0,0,Medium,Moderate,Week,VeryHigh,Poor,4,4,2,1,0,2,1,1,1,5,7,16,1,3,0,1,3,0,3.0
408,136,268,2,Ajanta Caves,Maharashtra,Historical,8.153562079,Nov-Feb,757,1,"Beaches, Historical",1,1,53000,5,46-60,Knee Pain,Leisure,"Cultural Exploration, Photography",Winter,"Long walking distances, crowd congestion",Maharashtrian Cuisine,430,https://plus.unsplash.com/premium_photo-1697729588019-20a1f5a325d1,2,10600.0,26500.0,5300.0,1,0,0,1,0,0,1.5,1,0,0,16.307124158,8.153562079,0.16307124158,0.12931034482758622,0.7028932826724138,0.3,1.6307124158000001,86.0,215.0,1,0,2.0,0.0,2,2,1,1.0,0.0,8.153562079,0.0,53000.0,0.0,5.0,0.0,430.0,1.0,1.0,1.3862943611198906,10.0,0,1,1,2.0,0.0,2,2,1,1.0,0.0,53000.0,0.0,5.0,0.0,430.0,8.153562079,0.6931471805599453,0,1,1,1,0.0,1.0,1,0.0,1.0,0,0,0.0,0.0,0.0,2.0,1,0,0,0,Near,Moderate,Week,High,Poor,3,1,0,3,2,4,0,3,3,6,10,1,2,3,0,0,3,0,1.5
410,315,15,5,Ooty,Tamil Nadu,Nature,7.74668619,Apr-Jun,481,4,"City, Historical",1,2,48500,2,36-45,Knee Pain,Adventure,"Trekking, Adventure Sports",Summer,"High altitude, physical exertion",South Indian Cuisine,1180,https://t3.ftcdn.net/jpg/05/09/58/00/360_F_509580096_YjyHXMHyTm9OOkjUQS4kOxDXkxbOMWYi.jpg,3,24250.0,16166.666666666666,8083.333333333333,1,0,0,1,0,0,4.5,1,1,1,38.73343095,30.98674476,1.549337238,0.1782178217821782,0.30679945306930695,2.25,3.873343095,590.0,393.3333333333333,0,0,5.0,0.0,5,5,1,4.0,0.0,7.74668619,0.0,48500.0,0.0,2.0,0.0,1180.0,1.0,2.0,3.4657359027997265,10.0,0,0,1,5.0,0.0,5,5,2,4.0,0.0,62500.0,19798.98987322333,3.0,1.4142135623730951,1540.0,7.716837032,1.0986122886681096,1,0,1,0,14000.0,0.7760035839426569,1,1.0,0.75,0,0,0.0,0.02984915800000021,-360.0,5.0,2,1,0,0,Medium,Economy,Weekend,High,Excellent,4,0,1,2,2,0,4,2,2,15,14,27,1,1,1,0,0,1,4.5
412,634,872,5,Tawang,Arunachal Pradesh,Nature,8.330602251,Sep-Mar,782,1,"Nature, Adventure",1,1,52000,4,26-35,Asthma,Family Vacation,"Nature & Relaxation, Photography",Post-Monsoon,"Curvy roads, limited medical facilities",North East Cuisine,3000,https://s7ap1.scene7.com/is/image/incredibleindia/sela-pass-tawang-arunachal-pradesh-blog-ntr-hero,2,13000.0,26000.0,6500.0,1,0,0,1,0,0,3.0,4,1,1,41.653011255,8.330602251,0.41653011255000005,0.21428571428571427,0.5950430179285714,0.75,2.08265056275,750.0,1500.0,0,1,5.0,0.0,5,5,1,1.0,0.0,8.330602251,0.0,52000.0,0.0,4.0,0.0,3000.0,1.0,1.0,3.4657359027997265,10.0,0,0,1,3.6666666666666665,1.1547005383792515,3,5,3,1.0,0.0,55166.666666666664,9169.696468985945,5.333333333333333,1.5275252316519465,1866.6666666666667,8.896883131666668,1.3862943611198906,1,0,1,1,3166.6666666666642,0.9425992278085594,1,1.333333333333333,0.7894736842105263,1,0,1.3333333333333335,-0.5662808806666675,1133.3333333333333,3.6666666666666665,3,1,0,0,Far,Moderate,Week,High,Excellent,4,4,2,1,0,2,1,1,1,9,1,36,0,3,0,0,0,0,3.0
425,893,970,2,Ahmedabad,Gujarat,City,8.375786034,Oct-Mar,270,5,"Beaches, Historical",1,0,29000,7,36-45,High Blood Pressure,Business,"Shopping, Food & Local Cuisine",All seasons,"Traffic congestion, pollution",Gujarati Cuisine,520,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjjS0tleUkYu3JCgQn5BM0ooo_ueYok5FwDld1RJJHOQ&s=10,1,4142.857142857143,29000.0,4142.857142857143,0,1,0,0,0,0,3.5,3,0,0,16.751572068,41.878930170000004,0.8375786034000001,0.6805555555555555,1.6286250621666667,0.5,1.1965408620000002,74.28571428571429,520.0,0,0,2.0,0.0,2,2,1,5.0,0.0,8.375786034,0.0,29000.0,0.0,7.0,0.0,520.0,1.0,0.0,1.3862943611198906,10.0,0,0,0,3.6666666666666665,1.5275252316519468,2,5,3,5.0,0.0,21000.0,7211.102550927979,6.333333333333333,0.5773502691896257,851.6666666666666,8.274781222333333,1.3862943611198906,1,0,0,1,8000.0,0.6190657587733918,0,0.666666666666667,0.9090909090909091,0,1,-1.6666666666666665,0.10100481166666775,-331.66666666666663,2.0,1,0,0,0,Near,Economy,Week,High,Poor,2,3,0,2,1,1,3,0,4,2,4,0,2,1,0,0,3,0,3.5
433,83,950,3,Delhi,Delhi,City,9.255202769,Oct-Mar,537,4,"Nature, Adventure",2,0,44000,4,26-35,High Blood Pressure,Business,"Shopping, Food & Local Cuisine",All seasons,"Traffic congestion, pollution",Street Food,1410,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFxblF-zkMM4NsiVuRyJ1Yx76TMcpdDWzU6zEf57y1aQ&s=10,2,11000.0,22000.0,5500.0,0,0,1,0,0,0,3.5,1,0,0,27.765608307,37.020811076,1.11062433228,0.2916666666666667,0.7712668974166667,0.875,2.31380069225,352.5,705.0,0,0,3.0,0.0,3,3,1,4.0,0.0,9.255202769,0.0,44000.0,0.0,4.0,0.0,1410.0,2.0,0.0,2.0794415416798357,10.0,0,0,0,3.0,0.0,3,3,1,4.0,0.0,44000.0,0.0,4.0,0.0,1410.0,9.255202769,0.6931471805599453,0,0,0,0,0.0,1.0,1,0.0,1.0,0,0,0.0,0.0,0.0,3.0,1,0,0,0,Medium,Economy,Week,VeryHigh,Fair,2,3,2,1,1,1,3,0,4,16,2,9,1,1,0,1,1,0,3.5
440,914,945,4,Spiti Valley,Himachal Pradesh,Nature,9.285417261,Sep-Mar,839,3,"City, Historical",2,0,43000,2,46-60,Asthma,Family Vacation,"Nature & Relaxation, Photography",Post-Monsoon,"Curvy roads, limited medical facilities",Himachali Cuisine,2000,https://storage.googleapis.com/stateless-www-justwravel-com/2021/05/1550217293_shutterstock_1129297934.jpg.jpg,2,21500.0,21500.0,10750.0,0,0,1,0,0,0,3.5,1,1,0,37.141669044,27.856251782999998,1.1142500713199999,0.15555555555555556,0.4126852116,1.75,4.6427086305,1000.0,1000.0,0,0,3.0,1.4142135623730951,2,4,2,2.5,0.7071067811865476,9.285417261,0.0,47750.0,6717.514421272202,3.0,1.4142135623730951,2000.0,2.0,0.0,3.2958368660043287,0.660408825313113,1,0,0,4.5,0.7071067811865476,4,5,2,3.0,0.0,43500.0,707.1067811865476,3.0,1.4142135623730951,1260.0,9.299981516999999,1.0986122886681096,1,0,0,0,500.0,0.9885060113560608,1,1.0,0.75,0,1,-0.5,-0.014564255999999887,740.0,4.0,1,0,0,0,Far,Economy,Weekend,VeryHigh,Good,4,4,1,3,0,2,1,1,1,3,5,33,0,1,1,1,2,0,3.5
442,663,399,2,Jaipur,Rajasthan,City,8.822604312,Oct-Mar,953,2,"City, Historical",1,1,31500,1,46-60,High Blood Pressure,Business,"Shopping, Food & Local Cuisine",All seasons,"Traffic congestion, pollution",Rajasthani Cuisine,1140,https://t4.ftcdn.net/jpg/05/84/76/73/360_F_584767353_EXYOkE8NcX37UwV4WfBw7AjBaEtU6mMy.jpg,2,31500.0,15750.0,15750.0,1,0,0,1,0,0,2.0,0,0,0,17.645208624,17.645208624,0.35290417247999994,0.06153846153846154,0.2714647480615384,2.0,8.822604312,1140.0,570.0,0,0,2.0,0.0,2,2,1,2.0,0.0,8.822604312,0.0,31500.0,0.0,1.0,0.0,1140.0,1.0,1.0,1.3862943611198906,10.0,0,0,1,3.0,1.4142135623730951,2,5,4,2.5,0.5773502691896257,43125.0,13683.170928796682,2.75,1.2583057392117916,942.5,8.15975442875,1.6094379124341003,0,0,0,0,11625.0,0.7304410332514029,1,1.75,0.5333333333333333,0,1,-1.0,0.6628498832499989,197.5,3.5,2,1,0,0,Medium,Economy,Weekend,VeryHigh,Poor,2,3,1,3,1,1,3,0,4,13,13,15,1,1,1,1,3,0,2.0
450,419,303,2,Valley of Flowers,Uttarakhand,Nature,8.16565426,Sep-Mar,128,2,"City, Historical",2,2,83500,2,46-60,Asthma,Family Vacation,"Nature & Relaxation, Photography",Post-Monsoon,"Curvy roads, limited medical facilities",North Indian Cuisine,1900,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKohlQ-J1CgxwCnc1mL62LM__eo7IDPvD9Hm4v1DnS8PQfNYx8O_lBtpoE&s=10,4,41750.0,20875.0,10437.5,1,0,0,1,1,0,2.0,0,0,0,16.33130852,16.33130852,0.3266261704,0.04678362573099415,0.191009456374269,1.0,4.08282713,950.0,475.0,0,0,3.3333333333333335,1.1547005383792515,2,4,3,2.3333333333333335,0.5773502691896258,8.16565426,0.0,88833.33333333333,4725.815626252609,3.3333333333333335,1.5275252316519465,1470.0,1.6666666666666667,2.0,4.620981203732969,0.7970029257273941,1,1,1,1.5,0.7071067811865476,1,2,2,1.5,0.7071067811865476,80250.0,4596.194077712559,3.0,1.4142135623730951,1520.0,8.278903963000001,1.0986122886681096,0,1,1,0,3250.0,0.9595020622795978,1,1.0,0.75,1,0,0.5,-0.11324970300000103,380.0,2.0,1,0,0,0,Far,Premium,Weekend,High,Poor,4,4,1,3,0,2,1,1,1,10,17,37,0,4,1,0,3,0,2.0
451,140,620,1,Spiti Trek,Himachal Pradesh,Adventure,8.907807741,Apr-Jun,624,4,"Nature, Adventure",2,0,48500,5,26-35,Knee Pain,Adventure,"Trekking, Adventure Sports",Summer,"High altitude, physical exertion",Himachali Cuisine,2000,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVhMTWqQOcmNTuyOBBWk2yd5Mz2ESU1_YGVNdtOk9y5DMIs2TGizrpcCBE&s=10,2,9700.0,24250.0,4850.0,0,0,1,0,0,0,2.5,3,0,0,8.907807741,35.631230964,0.35631230964,0.23364485981308414,0.8325053963551402,0.5,1.7815615481999998,400.0,1000.0,0,0,3.0,2.8284271247461903,1,5,2,3.5,0.7071067811865476,8.907807741,0.0,39250.0,13081.47545195113,4.5,0.7071067811865476,2000.0,1.5,0.0,3.2958368660043287,0.3414802408943917,1,0,0,3.0,2.0,1,5,3,4.0,1.0,52500.0,12010.412149464313,4.0,1.7320508075688772,2060.0,8.598006613666668,1.3862943611198906,0,0,0,0,4000.0,0.9238109750290471,1,1.0,0.8,0,1,-2.0,0.30980112733333165,-60.0,1.0,1,0,0,0,Far,Economy,Week,VeryHigh,Poor,0,0,2,1,2,0,4,2,2,3,5,32,0,1,0,1,3,0,2.5
453,497,956,5,Radhanagar Beach,Andaman,Beach,8.698828828,Nov-Mar,597,3,"Nature, Adventure",1,0,15000,3,46-60,Knee Pain,Honeymoon,"Relaxation, Nightlife, Water Sports",Winter,"Crowds, sun exposure",Seafood,2500,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/76/7a/1d/radhanagar-beach.jpg,1,5000.0,15000.0,5000.0,0,1,0,0,0,0,4.0,2,1,1,43.49414414,26.096486484,1.3048243242000002,0.6666666666666666,1.4498048046666667,1.3333333333333333,2.8996096093333334,833.3333333333334,2500.0,0,1,4.0,1.4142135623730951,3,5,2,3.5,0.7071067811865476,8.698828828,0.0,21500.0,9192.388155425118,2.5,0.7071067811865476,1542.5,1.0,1.0,4.394449154672438,0.660408825313113,1,0,1,5.0,0.0,5,5,1,3.0,0.0,15000.0,0.0,3.0,0.0,2500.0,8.698828828,0.6931471805599453,1,0,0,0,0.0,1.0,1,0.0,1.0,0,0,0.0,0.0,0.0,5.0,1,0,0,0,Far,Budget,Weekend,VeryHigh,Excellent,1,2,2,3,2,3,2,3,0,14,0,28,0,0,1,1,0,0,4.0
454,69,212,5,Kodaikanal,Tamil Nadu,Nature,9.251449512,Sep-Mar,42,1,"Nature, Adventure",2,0,57000,5,36-45,Asthma,Family Vacation,"Nature & Relaxation, Photography",Post-Monsoon,"Curvy roads, limited medical facilities",South Indian Cuisine,1300,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRR1MrvitA-PthZ_UMPeUYOYvzHFu6Olty-pnoL9EqaCl31ZwvMHSvu9OQ&s=10,2,11400.0,28500.0,5700.0,0,0,1,0,0,0,3.0,4,1,1,46.25724756,9.251449512,0.46257247560000003,0.24193548387096772,0.7460846380645162,0.6,1.8502899024000001,260.0,650.0,0,0,5.0,0.0,5,5,1,1.0,0.0,9.251449512,0.0,57000.0,0.0,5.0,0.0,1300.0,2.0,0.0,3.4657359027997265,10.0,0,1,0,5.0,0.0,5,5,2,1.0,0.0,55250.0,2474.8737341529163,5.5,0.7071067811865476,1575.0,9.146813014500001,1.0986122886681096,1,0,1,1,1750.0,0.9683263651336628,1,0.5,0.9230769230769231,0,0,0.0,0.10463649749999959,-275.0,5.0,1,0,0,0,Medium,Moderate,Week,VeryHigh,Excellent,4,4,2,2,0,2,1,1,1,15,14,18,1,3,0,1,0,0,3.0
457,161,579,2,Fatehpur Sikri,Uttar Pradesh,Historical,7.738547102,Nov-Feb,211,4,"City, Historical",2,1,66000,3,26-35,Knee Pain,Leisure,"Cultural Exploration, Photography",Winter,"Long walking distances, crowd congestion",Mughlai Cuisine,1450,https://images.unsplash.com/photo-1717761558642-32cbeccbee7e,3,22000.0,22000.0,7333.333333333333,1,0,0,1,0,0,3.0,2,0,0,15.477094204,30.954188408,0.61908376816,0.13043478260869565,0.3364585696521739,1.0,2.5795157006666667,483.3333333333333,483.3333333333333,0,0,2.0,0.0,2,2,1,4.0,0.0,7.738547102,0.0,66000.0,0.0,3.0,0.0,1450.0,2.0,1.0,1.3862943611198906,10.0,0,1,1,3.6,1.9493588689617927,1,5,5,4.0,0.7071067811865476,66000.0,13833.835332256922,4.2,1.7888543819998317,1450.0,8.7290480806,1.791759469228055,1,0,1,1,0.0,1.0,1,1.2000000000000002,0.7692307692307692,0,1,-1.6,-0.9905009786000001,0.0,2.0,1,0,0,0,Medium,Moderate,Weekend,High,Poor,3,1,1,1,2,4,0,3,3,7,16,11,1,3,1,0,3,0,3.0
461,80,468,1,Zanskar Valley,Ladakh,Adventure,9.167168853,Apr-Jun,159,5,"City, Historical",1,0,18000,2,26-35,Knee Pain,Adventure,"Trekking, Adventure Sports",Summer,"High altitude, physical exertion",Tibetan Cuisine,2400,https://www.swantour.com/blogs/wp-content/uploads/2019/05/Zanskar-Valley-tourism.jpg,1,9000.0,18000.0,9000.0,0,1,0,0,0,0,3.0,4,0,0,9.167168853,45.835844265,0.45835844265,0.3,0.9167168853,1.5,4.5835844265,1200.0,2400.0,0,1,3.0,2.8284271247461903,1,5,2,3.0,2.8284271247461903,9.167168853,0.0,20500.0,3535.5339059327375,3.0,1.4142135623730951,2200.0,1.0,0.0,3.2958368660043287,0.3414802408943917,1,0,0,2.6666666666666665,1.5275252316519468,1,4,3,5.0,0.0,24333.333333333332,7094.598884597588,3.6666666666666665,2.8867513459481287,1480.0,8.312782119333333,1.3862943611198906,0,1,0,0,6333.333333333332,0.7397367231483638,1,1.6666666666666665,0.6428571428571428,0,1,-1.6666666666666665,0.8543867336666668,920.0,1.0,1,0,0,0,Far,Budget,Weekend,VeryHigh,Poor,0,0,1,1,2,0,4,2,2,17,8,39,0,0,1,1,3,0,3.0
